review,positive_score,negative_score,sentiment_diff,predicted_sentiment
"On a roadtrip to St.Louis my boyfriend and I stopped in for brunch on Saturday for breakfast tacos. I had two of the Sunrise Tacos while he had one steak and one chorizo taco. The sunrise tacos were definitely the best option since they had so much flavor. Unfortunately, I was unable to finish both since one taco was so filling. Overall, BLT's is a great place to stop for something different.",-3.757998,-3.7662864,0.0082883835,Positive
"Hear this tourists or potential tourists of Nashville, TN. If there is one non-country music related thing you need to see; you have to see our Parthenon! Even if you hate history, parks and art it will probably impress you in some type of Disney-esque manner because it is so AWESOME!

I mean, its a giant greek replica in a beautiful park. The entry fee is only $6 and it helps out our parks system, so c'mon out of Opryland and lower Broadway and check out a cool little piece of Nashville (and I guess, world) history at the Parthenon. You can tell all your friends about your drinking escapades, the bands you saw and then say 'and oh, yeah - we saw a giant replica of ancient Greece in a park up West End - that Nashville sure is rad and diverse'

Your friends will think you're much cooler. Word.",-4.562688,-4.5659375,0.0032496452,Positive
"Exceptional service! Moved two cats from Kentucky to Las Vegas in June. Could not fly them due to the heat and could not drive them myself. Melissa and Happy Tails provided exceptional service from first contact to delivery. The terms were transparent, the dates were set, and the pickup went smoothly. The driver, Roderick, was fantastic. I got several text and photo updates each day of their journey and he worked with me to arrive a day earlier than we even hoped for (it worked for us both). The cats looked happy on the trip, and they are now settling into desert life here. Thank you again!!!",-4.315632,-4.3239098,0.008277893,Positive
"A good sandwich

We arrived at our gate just early enough that we had enough time to grab a sandwich.  I looked around  and spotted Potbelly, a restaurant chain I hadn't seen since my days in Philly so many years ago.  After a quick look at their menu I chose A Wreck, their signature sandwich.  It had a four different types of meat and read similar to a Italian.  There was no line so I had my toasted sandwich in just a few minutes.  I also received particularly good service, topped by a wonderful smile by my cashier.

They have no seating so I took my food back to our gate to enjoy.  It was not a very large sandwich and as you can see by the photo didn't look like much, but it was tasty.  My only gripe would be the cost, pretty high for such a small sandwich.",-3.7311823,-3.737532,0.0063495636,Positive
"This place had great food. Several types of lamb and other meat dishes. It has a small cozy atmosphere so you may have to wait a while for a table. I had the hanger steak, which was cooked perfectly and tasted wonderful. Will definitely go back.",-3.673086,-3.6839204,0.0108344555,Positive
Out of all the planet fitnesses I've been to around the Nashville area this one has to be the most boring one. They need to put in that CrossFit/Circuit training station like the Madison and La Vergne PFs has.,-4.748306,-4.7408457,-0.0074601173,Negative
"I'd give Agave a 2.5 bc it was really a little worse than ok. We were a family of 5 celebrating my birthday and it was just nothing special and left us all pretty unimpressed. The service was decent and I'm a sucker for a byob, but the food here was very bland and the menu options just weren't intriguing to me. The ambiance was lacking too. Since Mexican food is a favorite of mine and also a birthday tradition, I was left wanting so much more. I was also literally wanting more because the portions were pretty small.... well at least for the mole enchiladas I ordered. I wish you could have been memorable, Agave...we had high hopes, but sadly you won't be.",-3.9368908,-3.941754,0.004863262,Positive
"Very disappointed!!!
I didn't choose this company, my insurance company did it. They show up at my body shop parking spot with running car and all of the windows was rolling down. AC was running in full. The card reading machine was broken, so the person from the company told me that I should go all the way up to you there enterprise location to scan my credit card. On my way back home I start smell weed in the car. It was very weird and I was thinking maybe it is from their car that driving next to me. The car stays outside for the whole day, at the evening me and my family decided to go grab some ice cream. When we did open the car door the smell was so strong that everybody was like - Uhhh! This is disgusting. 
I am allergic and asthmatic, I cannot stand this smell. I feel myself very very sick when I smell Marijuana. It was too late to return the car so I did it at the next day morning. The person in their enterprise was acting like he cannot smoke anything. But the smell was so strong that I should drive all the way back to the location with the open windows. As I know it's illegal to smoke marijuana when you're driving and especially in the rent car. 
I could not imagine what people can think about me or a police officer if he decides to pull me out... that I am a drug user?! So this car rent not only hurt my feeling, ruin my family evening,  my next day work, and make me a looks like I am a drug user... but they hurt my health and well-being!
After all, they charge me around $50 for the one day of driving in this stinky car, from my body shop, to scan my credit card in their location, to my way back home, and back to them.
They doesn't let clients go inside, all clients should stay outside in front of the building, on the hot sun without any option do you hide from it.
Both cars was dirty inside and it looks like the staff trying to push the most expensive one to you.",-3.9746513,-3.969154,-0.0054974556,Negative
"I never complain when I go out to eat because I understand sometimes people are having a bad day but damn!!! Our waitress was absolutely horrible. She wouldn't know what hospitality was if it hit her smack in the head.
 While we were being seated I noticed a server sitting at the table next to where we were sat. Apparently it was her section. We waited five minutes before she even got up to greet us. When she made it to our table (mind you there were only 3 tables occupied in the entire restaurant) she dropped app plates, silverware and napkins at our table and just walked away. Didn't say hi, didn't say anything just dropped the dishes and walked away. 10 minutes go by and she still has yet to even greet us or take a drink order. While we were sitting here thirsty and hungry she was at the back POS system just chatting it up with 3 other coworkers!! Are you flipping kidding me!!! Thank goodness for the computers at the table because I hit see server. As I am watching her do nothing she finally comes over and said oh are you ready? I said hon you haven't even asked us if we wanted anything to drink. Horrible! Absolutely horrible! At this point I just wanted to leave but I gave her the benefit of the doubt. We gave her our entire order so we didn't have to wait again for her to decide to want to work. That was the last time we saw her. I had to ask for the manager and explain that she is the absolute worse server and that she just lost a customer. She was apologetic, sweet and corrected the situation professionally. Our server didn't even crack a grin. She never dropped our check nor checked on us at all during our dining experience. I will be calling corporate tomorrow. Don't ever go to the crapplebees on the blvd. It doesn't matter who your server is they suck!!! I'll drive to bensalem or newtown location because I know they have great service. best part of my experience tonight was the male host who greeted us promptly with a smile.",-3.9258611,-3.923177,-0.0026841164,Negative
"Love it! It's a great concept and they pull it off. I loved my pizza and so did my kids and wife. We all got what we liked, no compromises. The pizzas were ready by the time we got our drinks. Great spot.",-3.6375518,-3.6599538,0.022402048,Positive
"BEST AUTHENTIC BAHN MI and other Vietnamese (PadThai too!) in Tucson- rather this side of Saigon! It had been 3 years of following Lin's food truck around Tucson....much to my delight he as opened a storefront in a centrally located part of Tucson.
Went there today (west of Home Depot parking lot) and delighted to find him there! He had that same gracious and welcoming smile- ultimate hospitality. I ordered exactly what I had ordered at the Food Truck and I was not disappointed. And the price is right too! My Bahn Mi arrived, and although one sandwich, cut into two looks like a 'for two' portion, here's the secret to eating it all, without feeling stuffed. The magic is in the bread. Until now, my favorite baguette in Tucson is found at Roma......and served at Gavi's....as close to a Parisian baguette as you can get.........Vina's baguette it airlight....and full of flavor. Don't try to customize the sandwich....(even if head cheese sounds odd), just take it as it is made....you won't be disappointed.......and to top if off....Lin put down a sauce shaker which said ""soy sauce"", however it's not the brown salty stuff we think of, it's the ""umami"" that brings all the flavors together- it's a light sweet/salty/vinegar type sauce.......just a little makes all the ingredients come together.....I also had a Thai iced tea......if you are a fan of Boba teas...then it will take you a while to chose you flavor. I'll be back soon to try the Pad Thai.......so far Char Thai has my favorite in Tucson.
Congratulations to Lin, his culinary team and all his followers who believed in him.....the restaurant is open, airy, full of light.....great for familiies.....and they even have a special kids menu and the price is right.......Chef Jo",-4.4398055,-4.442887,0.0030813217,Positive
"Mediocre, at best. 
The food= mediocre,
The beer= mediocre,
The service= mediocre.  If mediocrity is your thing, enjoy! The dragoon IPA still reigns supreme, when it comes to local brews.  Baked mac n cheese, wings? Been there, done that.  This place isn't terrible, but it's far from exceptional.",-3.9870412,-3.9882822,0.0012409687,Positive
"Have been there many times over the years and has traditionally been very good.  Last time was a mess.  Crabcakes were dry and fish and chips not cooked through, leaving a gooey mush of raw fish and batter in the middle.

Too too bad.",-4.356403,-4.316427,-0.039975643,Negative
"Such a fun and interesting ghost tour. Sean the tour guide was awesome!!! He was very passionate and realistic with all the information and stories. I would do this tour again and again! --Wear comfy shoes! 
5 stars for me!",-4.438137,-4.420212,-0.017925262,Negative
"I've checked this place out twice now for lunch and it doesn't disappoint. The menu is great and offers some pretty hearty food for lunch time, the staff has a very friendly/ family type feel and the decor is welcoming. 
I've only tried their sandwiches. Once the BLT and I've also tried the club. I prefer the club over the BLT (American cheese?? Really??). 
But overall great place. Welcoming environment. 
Try the onion rings",-4.3895826,-4.382124,-0.007458687,Negative
"Let me start by saying - their food is excellent. Everything you want in a Creole menu, fairly priced, and cooked to near perfection. The problem is actually trying to get your food. If you can get in the door, the service can be described as slow and inconsistent. And I wouldn't recommend trying to order to go. Three times I've tried to place a to go order and been told, ""We're too busy making in-house orders to allow any to go orders."" A restaurant that offers to go service that consistently shuts down to go service? These guys must hate making money.",-4.0216765,-4.018522,-0.0031547546,Negative
"We went to see Get Out, playing in theater 2. Awesome movie. But awful experience.

Maybe I'm fussy as I work at a movie theater myself, we weren't showing the film though so here I was.

The projection was skewed to the left a few inches. Which, whatever, not the biggest issue. A manageable fix though. 

But then the lights came up about 40 minutes from the end of the movie? My boyfriend stepped out just to ask someone to turn them back down, but the staffer he spoke to had trouble finding the manager. After little effort looking the staffer just came back and shrugged ""that happens""... which it shouldn't, and that should not be the attitude about it as it is a quick fix? Just turn the dang lights back down. Which no one ever did. It washed out the picture and was distracting. 


When we spoke to the manager after the film he did patiently listen to my complaints, and upon my request gave me a refund. But in a day and age where most people can sit at home and watch a movie, you would think they would try to give you an experience that gets you off the couch? 

Great movie though. I would like to see it again under better conditions.",-4.1689024,-4.1679444,-0.00095796585,Negative
"Had a good meal at Sandros tonight.  We were staying at the Wyndham Hotel next to the shopping center and called them about 10 minutes before they were slated to close.  They said they were happy to accommodate our party of four, and to come on over.  My lentil soup and angel hair primavera with pesto sauce was quite good.  
My husband's shrimp parmigiana was tasty, but not as warm as he would have preferred.  Our companions enjoyed their meals as well.  The service was very attentive.",-3.787461,-3.8056803,0.018219233,Positive
"So, why do I like this establishment? It is predictable! Every time I have gone here I have received what I ordered. Well, duh? You would think, but I cannot say that about the Wendy's over by the Walmart, or even McDonald's. In fact, Burger King is one of the few fast food  establishments in which I have always gotten what I expected. And, the service, which is a BIGGIE in my book (no pun intended), is always great! For fast food, this Burger King is at the top of the list when in this area, especially on Sundays, when Chick-fil-A is closed.",-3.6595798,-3.6643198,0.00474,Positive
Very happy!! They took their time made sure my nails were perfect. Will definitely come back again.,-4.20312,-4.149453,-0.05366707,Negative
"This restaurant exceeded my expectations, they really outdid themselves.

Everything from the service, the staff and the food was awesome. Everything I tried was amazing, the sweetbreads where awesome and my husband was also able to get a fantastic vegetarian option.",-3.8984704,-3.9183176,0.019847155,Positive
"Can't speak for this place's lunch or dinner but their Sunday brunch is great (10-2). I couldn't really think of anything that was missing. Everything was tasty. The waffles were a plus. If you sit at the bar, brunch is ~$7.50/person, coffee and mimosas included. Such a great deal! The only downside is that the bar area can get cold if people are running in and out. Even sitting in the dining area and paying full price would be worth it. Service was friendly.",-3.7650812,-3.7671983,0.002117157,Positive
"I haven't been to El Pollo Loco in a while. I was even happy that we got an El Pollo Loco down south. But today I came here, ordered my food and paid for it. I waited a while thinking they were really busy and were just backed up. But when other customers coming in were already getting their food, I was thinking, ""Those idiots forgot to put my order in."" I asked about my order and I was right. They totally forgot to put my order in. I waited there for almost 10 minutes. The whole time I'm thinking I should've eaten somewhere else. 

This place is kind of overpriced. And for the shitty service you get, it's not worth eating here. I do think I'll be eating here for a long while.",-3.2813315,-3.2834015,0.00206995,Positive
"It's been a while, so we checked it out Sunday. Great service and food. The apps were very good with the Pulled Pork Nachos leading the way. The Boomtown was amazing. 

All and all a good time. Good on ya' Lindys!",-4.6411753,-4.6402035,-0.0009717941,Negative
"Grilled cheese as ""art form""? ""Comfort food on steroids""? Please.

This is another place whose apparent popularity mystifies me. (And I swear I don't write this sort of thing just to be contrary.)

Each of the three times I've visited - hoping every time to experience what many others seem to genuinely enjoy - the food has been mediocre at best and (in the case of their tomato soup) downright inedible.

About those grilled cheeses: They're big! That's pretty much the most positive thing I can say about them. The bread is spongy, oversized ""Texas toast""-style and seems less grilled than toasted to me. And the cheese, applied with too generous a hand (yes, it is possible to have too much cheese in a sandwich) has been lukewarm and congealed two times I've eaten there and literally cold and unmelted in places the third, and last. You can make much better grilled cheese sandwiches at home, and probably have.

And about that tomato soup: Think ketchup thinned out with water, or plain old Campbells made with 2 1/2 soup cans of water instead of one, and you'll get an idea of what I experienced the last time I ate there. And that too was served lukewarm.

The sweet potato fries were OK. I'll give them that.

So yeah, I don't get where all the raves are coming from - unless it's another case where people are too charmed by a silly New Orleans pun in the name of the establishment to care whether the food is truly good or not.",-3.9628105,-3.963553,0.00074243546,Positive
"GoldLeaf is a welcoming, excellent addition to our South Broad Ripple/Fairgrounds/etc. neighborhood. Although they opened in the middle of COVID, they appear to be doing well, thanks to their friendly owners & staff, creative and quality menu options that incorporate local products, and investment in the neighborhood. Plus, any place that offers Underbergs is A+ in my estimation. The baked goods and pastry options always look and taste great too, according to my pastry buff partner.  I like grabbing an Old Major truffle beef stick on my visits, for a lower carb snack, and hope to check out the chicken salad over arugula lunch option in the near future.    Once COVID dies down, we're interested in exploring GoldLeaf's beer/alcohol options once they feel comfortable re-opening their bar-top and expanding their hours.  GoldLeaf also partners with other 46th Street businesses, such as collaborating with Black Circle Brewing over a ""Stay Gold"" lager offering.

I also really enjoy GoldLeaf because my partner is a Phish-obsessive and jam band uber-fan, and the congenial owners tend to incorporate musical references into the naming of GoldLeaf's specials/options. He loves the hidden references and I get a chuckle out of observing the habits and conversations of the not-so-secret society of Phish fans whenever we visit GoldLeaf (i.e. the explanation behind the ""Nutty Wook"" dirty chai latte ).  The owners and staff are just amazingly nice, that you may personally get ""please be my friend"" feelings whenever you visit.  I highly recommend visiting GoldLeaf so you can enjoy its special and welcoming qualities.",-4.4355597,-4.4413037,0.0057439804,Positive
"Amazing food !! Literally just finished my meal and I'm writing this review !  The CFT is sooo good tastes like ""why should I eat chicken kind of burger "" lol and the rattle house snake fries are good but they are a bit too spicy so just be aware of that :D",-4.6828446,-4.673451,-0.009393692,Negative
The food the atmosphere the staff five star! Wow... And yummy is a starting place when it comes to taste of the food. Come and dine and be ready to fall in love!,-4.646963,-4.622139,-0.024824142,Negative
Glory Days I thought used to be good. But it has certainly gone down hill in the past 6 months.  In the May time frame I ordered a Bison Burger and cheese fries.  The burger was dry and bland and the cheese fries had a glob of cheese in the middle of the fries and kind of cold.  Not very appetizing.  We were the this past Friday.  I thought I couldn't go wrong with wings.  I ordered hot buffalo style.  Very bland and tasteless.  I didn't even finish.  I did try the cheese fries again and told the waitress of my last experience; they were much better.  Service was good.  But food has definitely gone down hill and for the same price Chili's and Fridays are just around the corner.,-3.716727,-3.719643,0.0029160976,Positive
"Absolutely love the atmosphere and the fact that it sits right in the water. Our waiter was great, and other well dressed staff members also checked on us to make sure that we were enjoying what was ordered. I love this place (mic dropped)!",-4.0344944,-4.061067,0.026572704,Positive
"I am also from California, SF area, and I totally sympathize with the last posting in that I have yet to find a Chinese restaurant in the New Orleans area that doesn't make me feel like crap.
Jung's is unfortunately included.

The question is why I even gave two stars after how I felt afterward:
Cool ambiance, appropriately decorated I guess.
Fast service and great attention to our table, including drink refills.
The hostess was great.

And so why only two stars? 
1st twilight zone moment- Aren't Chinese restaurants supposed to give you a pot of green tea?
2nd- I asked what kind of sauce was in the Chicken and Broccoli dish. Apparently, it's brown sauce. Um, like brown garlic sauce (...I'm thinking of that simple Thai dish back in SF...)? No, just brown sauce. I couldn't get her to tell me how the sauce got from clear to brown. I took my chances, and it was actually OK. I just wish I knew what was in it. And I kinda needed to, because I'm allergic to fish, including fish sauces. Like peanut sauce, which is also brown.
3rd- Next question was if the spring roll that came with my combo had fish in it. Yes. Then I told her about my allergy. Ok, can I substitute for a veggie spring roll? No. Ridiculous. What do vegetarians do? So I ordered an extra VEGGIE roll side, story to be continued...
4th- My roommate ordered sweet and sour chicken. And got sweet and sour fish. 
5th- I wondered if it was the ""brown"" sauce or the roll that gave me the reaction 30 minutes after leaving the restaurant. My leftovers proved that the VEGGIE roll had fish in it, which I took apart and fed to my cat.
6th- Just because it's Chinese food doesn't make each part of a meal automatically cost about $8.00-11.50. 

I usually don't post, and I am empathetic and really want to be fair about my posts.
So I can understand if the waitress has trouble with English, or like the chef had a bad day, or something. 
But I basically was poisoned. I did everything I could to avoid getting poisoned, and I still got poisoned. And that's not OK.",-3.7990324,-3.797371,-0.0016615391,Negative
If your staying in one of the many hotels close to the Nashville Airport. And you need groceries and odds n ends. This store had everything I was looking for. Nice friendly staff and helpful in finding some needed items. The prices were excellent and many were lower than Walmart. There 2fer deals were exceptional.,-4.965265,-4.9739747,0.0087099075,Positive
Unremarkable food. Reasonably priced. Probably wouldn't eat here again. So many other Mexican restaurants to choose from.,-4.37313,-4.353355,-0.019774914,Negative
"I really, really want to give this place a 5 star review..but I've now realized that the only way to get my car clean...like the kind of clean I expect from a car wash..is to pay extra on an upgrade to get better service.

I have an unlimited wash package at about thirty five dollars a month. My issue is that when I use this service, there is always water marks on the vehicle and the inside isn't as nice as I'd like and expect. I understand the really nice inside clean is an up charge..but still..

If I pay a bit extra for the detail service, then the car looks crazy good. Like new car good. The staff at the register , those that detail , and the people who check the vehicle in are great. It's the people at the end of the line who aren't doing as well as their counterparts. 

I also really like the inside of this location. Lots of seating,complimentary popcorn and coffee, and good lighting coming in. I usually hang out a bit and do work...the upgrade detail I get takes about fourth five minutes.

I'm moving to Phoenix and was disappointed to find out they don't have locations up north. Too bad! I'll have to find a new car wash...I would have been happy to stick with this company is it had been possible.",-4.019523,-4.0224676,0.0029444695,Positive
"Very nice local place to buy beans (or ground) coffees & tea. I get the Swiss decaf and it is Excellent!!! (Almost TOO Excellent bc now I don't like the keurig cups at the office, lol).  Very nice and knowledgeable proprietor. Support local business!!",-5.062421,-5.050535,-0.011885643,Negative
I did not go to the gym! The hotel was not a good idea to walk to! Oops! It had a wierd faux modern vibe. Everything that I needed was there. They didn't have my room ready for me when I arrived but it worked out in the end.,-3.7388673,-3.731645,-0.0072221756,Negative
"Ordering from the pace directly, you can use the coupons on their menu for a free item depending on how much you order and spend. But on a 3rd party app, no coupon. Prices and quality are good so I've tried several dishes here. The drunken noodles are insanely good. Ramen not so much, with basic flavor and floppy meat. General tsos had amazing chicken breast and a sauce with a nice kick. My friend also enjoyed the lahksa curry, although it is strongly flavored and thick. I love the fusion this place has, and I think with such a wide menu, it's impressive to be so well rounded.",-4.432398,-4.4315486,-0.000849247,Negative
"Got the 3 Ako Combo and classics tuna roll and salmon roll. For the amount of food, $34 bill, and quality, not shabby at all for a simple sushi night. Don't expect top notch fancy downtown sushi. A south Philly sushi classic spot haha",-5.1971745,-5.1651707,-0.03200388,Negative
"The food is ok, just ok.  Possibly not worth what you are paying for but some things in SB are over priced and expensive is not the same as not good.  The cookies are yummy.  Get them to go so you won't be disappointed by the service.

I don't appreciate the dog policy.  It would be ok if they had a no dog policy that everyone adhered to or if they didn't tell us a lame (and not true) story about why they can't allow pets.  Many restaurants don't allow pets and we just eat elsewhere.

What I don't appreciate is one staff member telling me that we are welcome at certain tables but then having to endure an entire meal with other staff members dropping by to tell us that we aren't actually welcome.  If we aren't welcome in any seat then why did someone tell me that we could sit down in this one?

I also don't appreciate people lying to me.  Don't tell me it is CA state law that pets can't eat on patios.  I've reviewed the law.  I know that isn't true.  When confronted with the truth a nice lady at Jeannine's tried to tell me that the CA state law is special to Jeannine's because they had a law suit.  Someone else told me (during the same meal) that it was because a dog ran into the street while attached to a table and caused damage to the patio as well as being killed after running into the street.  (Pathetic lie.)

I now associate Jeannine's with pathetic lies and wish I had stopped somewhere else for breakfast for many reasons including the fact that the mediocre food was not worth the harassment.",-3.6243792,-3.6214287,-0.00295043,Negative
Great burger joint in Germantown. Wonderful quality and friendly service. Good price as well.,-3.8952818,-3.9284136,0.033131838,Positive
"Solid donut place. Land was long but moved efficiently.
No indoor seating at this location. Outdoor seating is plentiful however not much in the shade.

Donuts were quite good. Keep in mind most of their choices are CRONUTS (croissant - donut hybrid). It seems most flavors have fillings in them as well. Amongst my group Churro, Blueberry, Vanilla Cream and King Kong were tried.

King Kong was interesting but very sweet. My favorite was the vanilla cream - simple but delicious. While hot coffee was available they do not serve iced coffee which is a missed opportunity given how hot Nashville can be. Luckily there are many coffee shops in the area.",-4.3286657,-4.325921,-0.0027446747,Negative
I had the Demi-God burger. It was an awe-inspiring masterpiece.,-3.906717,-3.9305618,0.023844719,Positive
Amazing sushi! We can't wait to go back. We relied on reviews from Yelp and they didn't let us down. The hype is real! One of our favorites now!!,-3.7010622,-3.6988592,-0.0022029877,Negative
"It is very nice inside of here. A little overpriced for the bowling though. Our lane stopped working and it seemed like the bar and staff were too busy to care about the bowlers that pay a lot of money to bowl.
Food is mediocre. I probably won't be back.",-4.150066,-4.134202,-0.015863895,Negative
If it was possible to give no stars I would !! This was The WORST nail salon EVER !!!!!!!!!!!!!!!!!!!! Low Prices But TERRIBLE service !!!!!!! I asked for a full set he cut my nail first and said is that length ok ? I was like I guess so then I told him i wanted point nails and he started mumbling under his breath so he then does the point VERY ugly and different on each nail but remind you the way he cut my nails were short so it looked terrible !!!! So I asked him can he take them off and redo them he said he would Charge me for an additional fullset on top of the messed up nails HE did at first so that would have mad my total 40$. So I laughed and told him I would not be paying you for these nails and he said ok take them off yourself then ! BTW HIS NAME WAS HO THE ONLY MALE TECH THERE !!!!!!!!!,-4.6150393,-4.612751,-0.0022883415,Negative
"What a great place to start or end a night. Great service, outstanding selection and small bites to die for. The cheese wheel was amazing.",-4.271524,-4.3010592,0.029535294,Positive
Absolutely happy with my blind installation! Jorge was great! When coming to measure my windows he was in time even ahead of schedule and when it came time to install he was ahead of schedule again! He was quick and professional and it was very affordable to replace blinds in my entire house! If you're looking for professional service without breaking the bank....then give them a call!,-4.0437784,-4.0509233,0.007144928,Positive
"Creative, interesting and delicious, The Lark is at the crossroads of foodie and homey. Generous portions and reasonably priced for the food quality, quantity and creativity- this is definitely a winner. The Lark shares a space with Les Marchand as well which is a wonderful place for a pre- or post- dinner glass of bubbles and/or other wine. Highly recommended.",-4.2308,-4.247209,0.01640892,Positive
"Being a Jersey boy I stopped in to get some familiar lunch.  It was late afternoon and I was the only one in the restaurant.  A young lady came from the back and took my order a few seconds after I walked in.  I went for the standard buffalo chicken wrap and she quickly put it together for me, and even hooked me up with extra chicken.  She must have noticed the Jersey in me.  The staff was very polite and friendly and the wrap was prepared to the highest standard.  I made quick work of it.  A good experience from a known name.",-3.7350054,-3.7490673,0.014061928,Positive
"Brought my 2016 Chevrolet Malibu LS in for an air conditioning problem. Thought it needed a freon recharge. It didn't.  Saw a free A/C diagnostic coupon on internet. Was told labor for diagnostic came to $139.50 / hr. Couldn't tell me how many hours to diagnose.
Called around found another mechanic who can take me next week. Told me what two parts it probably need. Won't kill me for Labor charge!
Don't fall for cheap oil change specials or other come ons. Will overcharge and quote repairs you don't need!",-5.0354886,-5.0128136,-0.022675037,Negative
"Good beers.  Horrible bartender that made this a one and done stop.  Buy their beers in your local liquor store, but skip the terrible in person experience.",-4.826229,-4.764784,-0.061445236,Negative
"Best and freshest seafood in New Orleans, you get more than your money worth. Satisfaction guaranteed",-4.2915463,-4.372139,0.08059263,Positive
"This Hotel is located in a central area and that is about the only thing it has going for it. Management is poor, staff for the most part is full of sarcasm and could care less what you tell them. If you come on vacation to get away from cleaning and chores THIS IS NOT THE PLACE FOR YOU.

Here you have to change your own sheets, wash your own towels, was you own dishes, throw your own trash away, clean your own room or they charge you $65 which they don't tell you about nor did I find it on their web site. No place to do your work, light bulbs in the rooms are out and they won't send anyone to fix it. Connection on the internet is poor. On top of that you will pay $45 parking which at times you have to go around the block 3 or 4 times because the 3 car section they have for you to wait for valet are full and the valet is not around.

There are so many other Hotels that actually clean your rooms and take care of your needs snd for the price you pay here it's not worth it I would recommend MARRIOTT RESIDENCE INN complete room with full kitchen like here but cheaper and a staff that helps.",-4.109942,-4.1037326,-0.0062093735,Negative
"I can't stress how good this vegan restaurant is. I loved the atmosphere and the owners were so helpful. They cook with no oil and there volcano chicken was amazing. Most vegan restaurants aren't this good. The soups are amazing here and finally the boba tea was so good!! Will definitely be back and ordering on DoorDash. Also you can't forget about the brownie, it was the best I've ever had.",-3.8744576,-3.868709,-0.0057485104,Negative
"We came with a few friends the other night for a relaxed dinner and to try a new restaurant in Indy and oh my gosh we were so pleased. The tacos were out of this world, we probably had one of each between all of us and none of them left us hanging. The drinks were so unique and so refreshing. We had the soapapillas for dessert and they were AMAZING. they had paprika on them which gave you a little bite of spice and it was different yet so, so good. We will definitely be back!",-3.8178267,-3.8198261,0.0019993782,Positive
"This place is great! Went for lunch and could not decide what to get because everything sounded great. Ended up getting soup, crab cake, and crab burger with salads. Everything was fresh. Portions were huge. Prices were low. Really quality service. No complaints. I will be back!",-3.9570086,-3.9583542,0.0013456345,Positive
"We were grabbing a burger next door at the Boise Fry Company and thought a donut would be a great way to finish off the meal.  Wow, what great looking donuts with all kinds of cool toppings.  We split a Curious George. It has banana, peanut butter and chocolate.  The filling was about the size of a quarter and the donut itself was very dry. We both thought it looked much better than it tasted, especially since it cost $3.",-3.9719508,-3.9726753,0.00072455406,Positive
"Great pizza is great so were there wings they had  a good deal going for pizza and wings at the time, The owners were very nice people, and I would definitely come back",-4.57211,-4.592935,0.02082491,Positive
"The drive through here is the absolute worst, half the time they don't even have the second lane open. Cars are always honking at one another creating a stressful experience. Very disappointing, I expect this from other fast food places but not Chick-fil-A.",-4.1361547,-4.1368294,0.0006747246,Positive
"""I'm full, but I'm disappointed"" those were the first words out of my boyfriend's mouth as we got in our car. The service is fine, you do bus your own table which is not a bad thing, but your food needs to back it up. I had been wanted to try this place for quite some time, as biscuits and gravy are one of my all time favorite things, so I was stoked when I finally got the chance. The food looks amazing, but that's where it stops. We had the Reggie, Shrimp and grits, biscuits and gravy, and fried green tomatoes. We always try to give all restaurants a fair shot. The shrimp and grits were the best tasting thing we had, but the grits were clumpy and watery, it was a really weird texture. The actual biscuits are yummy. Airy, buttery and flavorful, everything you hope for in a biscuit. The Reggie was just ok, but again lacking in any clear flavor. There was no star, just a bland sandwich. The fried tomatoes we're good, but it's pretty hard to mess those up. Both gravies were a total miss for me. They tasted strongly of flour and really lacking in seasoning, other than adding spicy components to it. You can't just make something spicy and expect it to be good. Balance is everything and there was no balance to anything we had. The inside is nice enough, and the staff is nice, but this was a total miss for us. Food is an adventure and when it's good, it stirs up something in your soul. Unfortunately I just ended up full of disappointment.",-3.6643758,-3.6649258,0.00055003166,Positive
Sara's sweets are very delicious. She made a cake for my daughters birthday and it was fantastic! If you live in the Langhorne area don't bother with other bakeries. This is the bake shop to visit. It's a small place but packed with goodies. I do not know what is in the vanilla icing but it is the best I've ever had!,-3.5659013,-3.5620008,-0.003900528,Negative
"I've attempted getting in contact with this place to schedule a consultation for my mother. I've emailed them three times within a year because they would supposedly get back to you by phone to make the appointment and each time no reply.  After months of no reply, I emailed them again asking why they wouldn't get back to me?My guess is that they don't need any business. I'm going to have my mother and I take our business to maxwell aesthetics instead. Skin Spectrum obviously does not care enough about their customers to get back to them. Ridiculous.",-4.0160093,-4.0143127,-0.0016965866,Negative
"Not sure what has changed a bit, but the food was particularly excellent today!! 
Thank you!!
Still miss the delivery though.",-4.609992,-4.5807247,-0.029267311,Negative
"Had dinner last night, Friday and they were packed! Food was delicious and fresh, salsa was just the right amount of spicy and we ordered a side of guacamole that tasted homemade and was yummy. The fish in foil was amazing and my husband had the carne asada and they cooked it a perfect medium. We had the house margaritas which in itself is worth a stop in! Definitely will be back.",-3.9950233,-4.00109,0.006066799,Positive
"This past Saturday the venue hosted awesome jazz / rock band The Other Planets.  Really good space, plenty of room to pack folks in, very close to the band, separate from the bar.  Plus a large balcony for fresh air.",-4.5079603,-4.505352,-0.0026082993,Negative
"This is the 'sister' joint to the larger one downtown on Tampa Street. Limited menu comparing the two but some EXCELLENT pho and fresh rolls. Limited tables, 7 but they have outside seating available. LArge selection of tea and smoothies in a cozy atmosphere. Try it, you'll like it!",-5.072786,-5.0653214,-0.007464409,Negative
