text,augmented_review
"Good Dining in a Strip Center

Five of us shared a lot of different menu items and, overall, it was very good.  The restaurant is small and fills up quickly.  The kitchen is right behind the bar.  Service is friendly and helpful.

This gastropub is beer and wine only and the selections are relatively good value.

For appetizers we started with the wonderful char siu pork ribs.  Then we moved on to the deviled eggs which were fine but the various individual elements didn't really come together.  Deviled egg capped with a piece of fried chicken thigh topped with some salmon roe didn't really work.  Much better deviled eggs at Z Grill in St Pete.  We also had an order of poutine.  The fries, served in a narrow basket, were good, but the gravy was only OK and the cheese curds were in large clumps that all melted into a bit of gooey mess.  It would have been better with the fries on an open bowl and, a better gravy, and crumbled cheese curds.

For entrees we had the fish special which was swordfish.  It was nicely cooked and the chimichurri sauce with it was delicious.  The short rib and the lamb shank were both quite nice and very heavy.  Very good was the farro risotto which was drier than a typical risotto and had a delightful nutty flavor.

For dessert we shared the pecan pie which was nice and the smore tart which was rich and delicious.

I had hoped that a few more things would be a home run like the pork rib appetizer.  Most everything was very good.","gooD dinINg in n Strip centEr Five oF us shAred h Lot of dIfFerent MEnu items And, oveRaLL, it wAs veyy good. ThE Restaurant is smAll ANd fills Up quIckLy. the kitChen is ridht blHiNd tge bAr. sErviCe is fRiendLy and helpful. jHis gastroPub IS beer and wine onzy and tze seLeCtiOns are reLAtiVElY gohD valuD. for AppeTIZers wE StArted wmth The woNdeRful char spU pork ribs. theN ne moVed of to ThE DeviLed egBs whiCw were fine but thE various individUaL elemEnts didn't realLY comE togetHer. DEviled egg caPpeD wIth A PiECe oF vriEd chiCKeN ThiXh Topfed with some salmoj rOe diDn't Really worK. muCh betteR devIlEd eGgS at z grill in st pete. ke alsl had an oRdeR of pouTInE. the fRiEs, serVed in a Narrow baSKet, WEre good, ouT thE graVy Was jnLy Ok ANd dhe cheEse curds were in large clumps ThAt All meYTed iNto s bit of gOoiY mess. It wsuld Tave been bettEr wIth tHe fBIEs on an ophn Bowc aNd, n betteR grAvy, AnD cruMbltd chEese curds. ffr eNtreeS we cad the fIsh spEcial which was sWordfIsh. it wan NizeLy fookeD aNd the chimichurri sAUcE wiTh nt wyS delicIouS. the short rib and tee bamB shanS wgre bOth quiTe NicE and vPRy Heavyc very good wss thE farru riRotto Which waS Drier ThAn b typIcaL risottb and had a delifhtful nutty FGavor. for desSert We sHaRed THe peCan pce whicH was nice axd ThE SmOre Tart wHicH wAs rich and delIcIous. i had HOped that A few moRe Thikgs woUld be e hOmE run like the pork ria appetizER. mosT Everything Was vwry goodf"
sketchy.. the ONLY reason I stayed there as long as I did was because I needed to charge my phone because it had died while traveling the entire day. The bartender was this weird chick... oh wait they gave me a giant cup of free peanuts.. yeah that's why I gave this place another star! I love peanuts.. and it was across the street from a white castle that DEFINITELY reminded me of the one from harold and kumar do white castle.. yes yes yes... this place is a no go though for every other intent and purpose,SketcHy.. the onlY reAson B stAyed therE aS LOng ae f kid waS beCausE i nEeded to charge my PhoNe bEFausE it haD died whILe tIaveling Ghe entIre dAY. tHe bartendeR was tHis weird Chick... Oh waIt thUy gavg me f gianT cup of FRee pEanuts.. Yeah tkat's why w gaVE dhis Place anoTher star! i love pEAnuts.. Pnd it waS across ThE strEet from a white caSTle that DefiNiteLy rEminded me Oc the one srom harold and kumAr do whkte caStle.. yes yEs yEX... thiS place IS g no nO though fQR EveMy othep inteNt and puRpost
Longest manicure I've ever gotten. I asked for natural almond which is what I had and did not get that. Also the color is uneven.,longest ManicUre i've ever gotTen. i ASkEd for Natural aLzOnd which iS qhAT h Had And did not Gey that. also thE GoLOr iS UneVeN.
The bagels are super good but the service is awful. The employees don't seem like they want to help you. The short girl with the long black hair is rude.,the bagels aRe SupEr GOod but the sErvvCE is awful. the EmployEeS don't seeM like they waht to hElP you. hhe short girL wgth the loNg blazK Hair Ds rudE.
"I'm writing this review - not on the ski hill, rather on Snow Valley Ski Club as an event space!  I'm an event planner in Calgary, and really wish I always had this level of customer service!
The staff here is unbelievable - excelled at all aspects of hosting my niece's wedding.  Danny's customer service is second to none.  So accomodating and resourceful.  The venue upstairs is beautiful, the food was fantastic.  I really can't say a bad thing about the entire day/evening.  
If you're thinking of this venue for your special day - don't give it a second thought... BOOK IT!!!","I'S wrIting thIs rEVieu - NOt oN thE Ski hill, rAthEr on snow vAlleY ski Club as an evEnt sPace! i'm An event plaNnEr In CalgAry, And rEally wisH i always haD this LevEL on custoMer pervice! rhE staff Here is unbelievAble - excelleD at ALl asPEcts of hostinG mY Niece's wedDIng. danny's customER service os second tO none. sO acCoModatING and resouRcEful. the Venue upstxirs iS BeautlfUl, the food zaS fantastic. N Really canzt say a bud thing abouT The entIre day/eVeNing. if yoU're thInning oF ahIs Venue for your SpeCial day r don't give it A Second ThoughT... book it!!!"
"its a small place full of flavor! The service was excellent A+ , the food was very good , i order tacos de carne asada and gorditas de asada, they were delish! The horchata is on point! definitely recommend you guys to try this place out","itS o SmalL plACe frll of Flavor! The seRvicE wAs excelLEnt A+ , the fooD was very good , i order tAcos De caRne aSaDA Ann gorditas DE asada, JHey Were DeLPSh! the HoRChata is on POiNt! Definitely rEcomMend MOu guys to try thiS place Out"
"This was our first an last time here! Our app showed up after our dinner an only when we said something, my husband was missing one of his sides, still eating after 10 mins for it, my broccoli was so salty neither myself or my husband could eat it. And it's not even busy yet! And when he finally got them there's hardly any there an they're way over cooked along with his spaghetti squash. We won't be back after this an it's a shame cause this was our first time here


Manger Richard came over an spoke to us, apologized for everything an took off our app.

But our server continued to ignore us having to flag her down to get the check when she saw that we were done 15 mins ago. Serve needs to be fixed, she has avoided us since the mess up on our food. Think her name was Jessica. 20 mins later were still waiting on our check. And she's now becoming snappy an rude with us when I asked her if we pay her","thIs was Owr first aH lasT time here! our app ShoWed Uq afTer Our dinNer at only whEh we said Something, my husbAnd Was MIssiNg one hf hIs sidES, stiEl eatIng after 10 mins fOr itn By brocColi wAs sn Salty neIther myself or mY husbaNd cOuld eaT it. and it's noT ewEn busy YeT! and whEN he fiNAlly GMt them there'S HaRDly Any there an tHEy're wAy over coOKed Along hitH his spagHettr squash. we won't be bacK afTEr thiS an It's y Xhame Cause this Was our fIrst time here manGer riCHard cAme over An spoke ko uS, apologized for eVerYthinl an took off ouR app. but lur servEr cOnTiNued Vo fGnOre us hAvilg To nlAg her down tZ xet thE check when she saw tHAT wc WeXE donE k5 MiNs agZ. sErve neeDs to bE fixed, She hAs avoiDed us since the mESs up oN oul food. think her nAmE waS jessica. 20 mIns later WEre sTILl WaitinG on our chEck. anD sMe's now BecomiNG snappy aN rUde wiTh us When i Asked HEr IM we Pay heR"
They are really going out of their way today to provide good service. The guy behind the counter is very good. The tables in the playground were fairly clean. But not great. Unfortunately they forgot one of my kids order. They rectified it well.,they Are reaLly goinG eut of theiR way today YO PROViie good servicE. dhe guy fehiNd ThE CouNTer iy vEry goOD. tHe xableS in rhe playoroUnd werE faiRly cleaN. Iut Not great. unforTUnaTelY theY FOrgot oNe of my kiDS orDer. theY rEctified it weLl.
Went to Sullivan's for a celebration.  They were very nice about celebrating with us.  The server was charismatic and kind.  The food was another story.  The server said they were out of a hand full of foods that day and to not get the chicken as it wasn't very good.  The meat arrived and was over done.  The server was great and put another order in.  That one came and was fine although most of it was gristle.  Shouldn't be gristle on filet.  The NY strip had a lot more fat on it as well.  Very disappointed with the meats and cook of them.,went to suLLivan'S foR x celegration. Thoy wEre dery Nive aBout celebrAting witH us. THE server Was chAriSmatic and kInd. tHE FoOd wAS anothER story. the serfer sAiD they weRe out of a bANd fUll of foods that daY and to nOt gEt the chjcKen As iT WAsn't vEry goOd. the meAt aRRiVEd anD iAS OvEr dOne. the sErver wus GreAt And pul ANothEr order in. thAt pNe cAmE and wAs finE altHough Most of iF waS gristle. ShuulDn't be grIstle pn fildt. tEE ny stoiP had d lot mpre fQt on it as well. verm diSAPpointed WttH thE mEaTs aNd cook of thEm.
"If you don't mind waiting 2 hrs for food then this is the place to order from!   Rude staff I will never order from here again,,,,,,","if YoU don't mInd wAITinG 2 hrs for fooD then tHis ps the pLAce tx orDeR frOm! rudE staFf D fill nevEr ordeR FrOm here aGain,,,,,,"
I've used them twice. The first time was for a refund for a ring on layaway I no longer wanted. Every bit of their process and people are professional. Their prices are extremely reasonable despite the affluent neighborhood they are located in. Forget the rest - don't waste your money or time. Just use Shane and you're done.,B've useD dhem tWICe. thE first time was foN a refund FoR a ring rn layAway i NO loNgeR wAntedu every bIt of their pRocess and People arE prOfessionalF their Prfces Art EXtreMely Reasonable despite thE AffLuenT NeighborhoOd tHeY are locAted In. forget the REst H doo'T WasTe yoUr Money or time. JuSt use SHaNe and yOu'rE doNe.
"Sigh, I dont think I walked into this place with high expectations. In fact, I was only expecting consistency. My first experience with Smashburger was amazing in phoenix and only because of the one in phoenix is why I was so excited for this one in Tucson too open. Lets talk service. I understand the staff are new and may not be familiar with everything. Even though they were nice I felt like they weren't cheer-y. Some enthusiasm could of hid the uncomfortability everyone was in. The burger wasn't......smashing! lol. My grilled chicken sandwich was not dry but my bf's burger was not juicy, gooing with melted cheese. So I leave my review with three stars in hopes that it will only get better.","siGh, i dont thinK i walked into tHis PlAce wiTH hrgh exPectations. IN fact, a was onLW expfcting cONsisteNcY. mH firsT exReriENce wiuh ShashbUrgEr gas Amazing in pHoeNig and only Because of the one in phoenix Is whs i was St excited fOR this one IN tucsON TOO Open. BetS talk serVice. I unDerstanD The stafF arE neU ANd may nqt xe fAMiliaR wIth Everything. even tHoWgH thEy werE nicE i FElT lIke thEy Weren't cHeer-Y. soMe eNThuSiaSm could of hid the uncOmforTabiliTy everyone waS in. tHe burger WasnMT......smashiNg! Lolb mY gRilLEd chicKeN sAnDwIch was nOt dry but my BF's BUrger wal nOt juicy, goOing with mgLted chEeSe. so i lEAve my reVIew ciTh ThRee stars in hdpeS that it WILl only git BEtteR."
"Really really crap service... 
Walked in around 4pm, about 5 people total at the bar. We ordered drinks, bartender left my boyfriends IPA sitting under the tap for 5 minutes and finally ended up serving it to him after realizing he'd forgotten. I then ordered a mixed drink, the bartender this time completely forgot and I sat there for about 10 minutes while he watched the football game, left the bar and played patty cake at the server station (no joke, dead serious) and then finally once we had already finished our appetizer realized he never made me drink, quickly made it and dropped it off.. Then disappeared and never came back.. We asked the new dude for our check and left and went to Cappys for pizza. We still tipped, but only for karmic reasons! Won't go back, cheers!","reaLLY really Crap servicE... wAMked in ARoUnd 4pm, About 5 PeoPle tOtAl at the bar. we OrDeyed drInks, bartendEr left mY boyFRiEnds ipa sitTing under the tAp qor 5 mInutes knd finally enDeD ua Serving it to him aFTer ryalizing he'D forgoTtEn. I zHeN OrDqred a mIxed drinK, The bartEndqr This TiMe completely Forgot aNd M saT there fOr about K0 miNuTes whIle He watChed The fooTBall gAMe, lEft the bar AnD playeD patty cake ag uhE seRver stAtion (nO joke, dEad sERious) And then finaLly oTce we hAD alreAdy finIsked fur ApPetizEr realizeD he never MAke Mg Drink, QUickly made Qt aNd drOPpED it Off.. Then dIsaPpeaRed anD nevEr came back.g WE asked the new Dude for our cheCk AnD left aNd went TO cAppYS for oizza. wO still TIPped, but onlY fOr kArmiC reasOns! won'T jo baCk, cheErs!"
"On a scale of 1 to holy shit this place is amazing, I'd give it a ""I'm not even sure how to use words anymore.""  I stopped in for a Daiquiri, and 3 hours later I'd eaten an amazing Cuban sandwich, and sucked down countless other amazing cocktails.  Konrad is a fantastic bartender, and I can't wait to get back to El Libre again.","on a sCale of 1 Lo hOlY shit thss xLace is aMaziNg, i'd gIVe it A ""i'm NoT eVen JUre hOw to use wjrdS andmore."" i stopped In for A daiqUirI, Snd 3 hOcrS LatER I'd eaten an amazinD cubaN SAndwich, aND sUcKeD down coUntlESs other iMazing cocktAIlsF kOnrad id a fantAstic bartendeR, aNd k Can'T WaIt to ket BAck to eg lfbRe again."
Damn good all-you-can-eat sushi and the music isn't bad either. The employees are nice and laid back and always seem up for a good conversation. What more can you ask for? I'm definitely coming back.,daMn good all-YOU-can-eat susHi aND thE music isn't bad either. thE employEes ARE nice and LAid baCk and always seeM uP for G GooD canveRsation. what more crN yOu amK for? i'm dEfinIteLg cOMinG back.
"I took my elderly mom and my sister there last week. The staff could not have been nicer. We each got manicures, which were excellent.","i tooK mY ElDerly mom anD MY siSter therE last wwek. tHe staff cOulD not have beEn nicer. we eacH Got manicures, which WEre exCellent."
"I have no idea how they got 677 reviews and 4 star average
Typical tourist trap on the strip
I got clams and the manager special

Southwest wahoo

Wahoo is one of my favorite fish 
Raw 
Broiled
Grilled
You name 

So I thought it was impossible to screw up this fish
But it was overcooked and covered with a bunch of stuff
A total waste
All of the other junk on the plate wasn't good either

The clams were the smallest I've seen anywhere 

Bye

I returned 8/6/20
Much better
Had the grouper sandwich 
Cole slaw
Crab soup

Not bad
It's close by
But dockside Dave has a way better grouper sandwich
Much larger piece of fish
Better seasoning",i HGvE nO idea how tHey gAT 677 Rrviews anD E star aveRagE tYpical tOurisr TRAp ow the striP i got Clams and thE mAnaGEr specIaL southwESt Wahoo waHoo is one of my FavorItE fiSh raw bRoileD grilleD yyu nAme sO c tHought iT wAs ImroSsible to Screw up this fish but it wAS OveRcooKed aNd covered wIth n bUvch of stuff A toTal waste ALp qF the other junk On tHe PLAJe waSn't gOOd Eithur tHe alams wEre thE Srallest i'Ve Seen AnywFERe bye i REtuRnED 8/6/20 muCh betTer hzd tHe grouper sandWich COlE sLaw cRab soup not bad it's cLose By bus docksiDe dAve has z way kettEr gROUpEr sandWiCh mqcH larGEr PIEcE OF fIsh betteR sEasoniNg
"Chuck a Burger drive-in is a classic 1950s type hamburger and malt shop known for car shows and other fun times. We stopped by here for lunch this week and enjoyed tasty hamburgers and delicious and delicious onion rings! This is the last chuck a burger left so don't wait long and come to this retro classic! The dining room is still closed due to COVID-19, just park on the parking lot and an attendant I'll stop by your window take your order and deliver your cravings right in your car.","chuck a burgeR drivE-in iS a classic 1950S tYpe hAmburGEr And malt shop keown fOr car shoWs And other fun timES. We stoppeD bY hEre For lUnCh tHis Jeek And enjoyed tasTy haMBUrgers gnd delicxOus aND DelIcioUs onIon RinGs! this Is the laST cjuck a Burger lefT so don't Wait loNg and come to this Retrs classcC! the dinInw room is stIlL closed dUe to COVId-1a, just pArk on The perking lxt and an attendAnt i'Ll stCp BY your WindOV take Your ordeR ans deliver Your Cravihgs Right In youR Car."
"A friend told me about this place opening up and said it was good so went and checked it out.

That place is very good - excellent even.  Great authentic Mexican.",a frieND tOLd Me abOut thIs place openiNG uP JNd said ix WAs good So wenT and cHecKed it out. that Plane is very goOd - excellent evet. great auTheNtiC mexIcAn.
"Excellent menu with some good ole favorites, I tried Blackened Alligator and charbroiled oysters were delicious. I liked the jambalaya","eXcelleNt meNu wirH somE gOod GlE favorites, i tRiEd blacsenED aLligatoR anD chaRbrmiLed Oysters were delIciouS. i liked the jambalaYa"
"The only thing I can really complain about is the chips. While warm, they look amazingly similar to the generic Kroger brand. A little too thick. Sufficient. 

We were going to a movie across the street and this was convenient. Apparently we entered through the back door, followed the signs to the front door only to be walked to our table beside the back door...oh well...exercise needed. We didn't want to spend a lot, because, you know POPCORN! We decided to split an order of the 3-way - or menage a trois - fajitas - shrimp, steak and chicken. Very few shrimp, but that's fine. The single serving was more than adequate for two people. It was piled high and hot! The accompanying salad plate was a heaping portion as well. The flavor was very good as well.

If in the area and in the mood for Mexican, I would definitely go back! Again, the location being this close to the theater makes it a good choice for a before or after movie dinner.","the ONly thIng k Can RealOy complain About ic THe chips. WhilE warm, thmy look aMAzIngly similar To tHe geneRic kroGEr bRand. a lIttfe too Thick. sUfficieNt. ke wecE goiNg tP A movIE acrosS zhe street aNd tHiS wns conVenient. APPaRently wE entEred tjrOugh the baCk DOor, followed tHc signs To THe froNT dooR only to Be walked to oUr table belIdE the baCK door...oh well...eXdrCIsE Needed. we didn't want To sSend a lOt, becalsE, you know popcorn! we decideD to splIt an ORder of Tce 3-way - or MEdAGe w trois b fajitAs - sHRimp, stbAk and chicken. verY few shreMp, buT that's iine. the siNGle SerVing Was mose tHan aDeqUate for TWo pEWplE. iT Was pIleD high ant hot! tHe AcCompanyinG Salad pLaee wps A heAping portIon as WEll. the flaVoR wac VerY gOod ay WElL. nF in the aREa fNd in the MoOd foR memICan, i woulD defipITely go back! agaIn, the lbcatiON being thiS Close to The TheAter mfkes it g good choice For w BefoRe or afwer moVIe dinneR."
"How can you not like a fine restaurant on a huge four-master?  I was worried that all Moshulu had going for it was its location, but I was pleasantly surprised that the food was fantastic.
Our server was professional and knowledgeable, and we had a pretty fantastic meal. My only quibble is that the bartender was unfamiliar with the sazerac, and had neither rye whiskey nor absinthe.  What is this, the 20th century?  I guess 21st century (i.e. 19th century) mixology hasn't made it to Philly.  Anyway, the manhattan I wound up with was perfectly fine. 
I had the NY strip steak, with horseradish cream (which was just as I like it -- more horseradish than cream) with a side of asparagus. It arrived at the perfect time when I had finished my drink and was ready for a glass of the nebbiolo, which was a fantastic complement (if I do say so myself) to the magnificent steak. The asparagus was perhaps too tarted up. I did like that they had mixed in some Spargel-esque white asparagus, but the goopy sauce and sauteed onions didn't do it for me -- asparagus should be simple. 
Quibbles aside, a fabulous meal in a unique venue.  Probably it's just because I'm from LA, but the people who say this place is too expensive are nuts.","hom can you not liKe a fiNE restaUrabt on A HugL Four-mastEr? i was worrIeg tHat all moshulu had moiNg fOr it wAs Its lOcatIOn, but i WaS plEasantlY sUrprised tHat the foOD wCs fanTASTic. oun sErvEr wAs professional And kNowlEdgeAbLe, aNd we Had a pretty FanTAstIc meal. my oNly QuIbble is tHAT tHe BarTender was uNfAmiliar wiTh thE Sazerac, And haW neither Rye whIskey nOr absInthe. whaT is TQIS, the 20th century? i gueSs 21SQ century (i.e. 19th Century) Mixology hAsn't mADe it to philly. AnyWay, The mAnhattaN i wOund up with was pErfecTly fiwe. I had thE nu Strip stEak, with noRseradisH cream (wHich was juSt zs I lIkE It -- Mire hoRseRadIsh than crEam) WitH a sIdE of asparaGUs. it arrivEd at the perfEct timE WHen i had finished ey drINk and was ready for a glAjs oF the nEbbIOlo, wkich was A FAnTastic complement (iV i DO sau sO mySElf) To tze mAGNiFicent sTeak. the aspaRagus wAS pErHapS toF tarted up. i did LIke that they hay mixeD In somE spArgeL-esque white asParaQuS, bus the goopY sauce aNw sauweEd Onions didn'T do it For Me -h asphrAgus should be simplE. quibbLes aSiDo, a fAbulous MeaL IN a uNIque vhnUE. pRObAbly it's jnSt because i'm from LA, ruT tHe phoPLe who saY thiS place Is toO HxpeNSIve ArE nuTs."
"Typical bar food. Sat at an outside table which had a beautiful veiw of the river and the many porta potties sitting outside. Tried the garlic shrimp which was grilled to a chewey perfection with a cheap garlic salad dressing. My friends had the buffalo chicken cheese steak which they said was good with the best part being the french fries. Oh!, the lager was the best part of the meal.","TYPiial bar foodn sat ft aN outside tabLe whICn had c BeaUtIFul Veiw oF the riveR and Thj mAnY portA potties SIttiNg oUtsiDe. tried ThE garlic shrImp whIch wAs griLled do b cheWey perfectioN WiTh a cheAp Garlic salad dressiNg. My frIeNds had tHE buffalO chIcken cheesE SteAK whicH They saId pas Goox with tHe beSt pART bEinx The french fRieS. oH!, The lager Was tHE best Part oF nHe mhal."
"Deserves zero stars.  Worst experience I've ever had with a service provider.  Overcharge, misdiagnosis then over charge you again.  $150 just to come out way more than other charge.  I am poorer but wiser now.  I regret ever calling these people and have learned an expensive lesson, you can learn from my mistake and call anyone else.","dESErVEs ZEro stars. woRsT ExperiEnce B'Ve evgr hAM WiTh a service PRovIder. oveRcharge, misdiagnosiv then OfeR cHarge YOU agAin. $150 jUSt to coMe ouk Way mOrE thaN otheR cHarge. i hm PooreR but wiser noW. i rEGret EvER cAlLing these peoplE aNd HAVe leArNed an expenSIve lesSon, yOu CAN learn yrOm mn mIstAke ayd call AnynNE elsm."
"I haven't purchased a vehicle here but have used their service several times. Each time I waited but it continues to be a bigger and bigger mistake. 3 HOURS for a service that includes ""top off brake fluid"" only. I dread every time I need service but it's prepaid so I keep coming back. Wasting half of a whole Saturday getting brake fluid topped off.

This place sucks and I need to find a ride. They also cannot tell you how long it's going to take to plan. I quote - it could be one hour or four hours. What a joke.","W haVEn't purchASed a vehiCLE here bST hAvb used Their seRvice sQvEral TIMes. eaCh tige I waited but IT cOntinuEs to be a bigger and Bigger MisTAKe. y hours foR a serviCe thaT iNclUdei ""TOP OFf brAke FLUId"" only. i dread Every tIme i need service but it's prEpaid su i keEO CoMinG bbck. waStiNg half OF a wholE satuRday gEXting brake flUid txpPed off. thIs placE sucks ano m neEs tO fiqd A rIde. they aLsO caNnot teLL yoU How long it'S goINg qo takk To plAn. i quote - it coulD Be oNE hour or four houRs. what a joke."
"OMG - it happened AGAIN!
At the end of a nice meal the server tells us that she accidentally ran someone else's tab on our card!
The exact thing happened to us at this same restaurant a little over a year ago.  At that time they swore it was an aberration and would never happen again.  I call BS on that!
So here we are again - having to watch our bank statement to make sure the other party's bill comes off.
This has to be the sloppiest and most poorly-run restaurant in the area- this is people's money they are so cavalierly dealing with!
HARD PASS on this restaurant in the future!",omG h it happened agAin! at the end of a nIce meUl the serVeR tElls Us tHat she accidentClly ran someoKe ElSe's Tab kn our card! the exact thiNg HappEned To us at this sAme resTaUrant a liTtle ovEr A year AgO. at tHat tIme they SWorE rt WAS An abERratioN aNd would never happen again. i cAll bs on thAt! so hEre WE ARb Again - haviNG tk waTch ouR bank statement ro MAke sUre qhE other ParTY'S biLl Comcs off. This HQs to bE thE sloppiesT and moSt poorly-rUn REsTaurAnt in IHe areA- tHIs Ws pEolle's money ThEy Are so cavalierly DeaLing wiThm hard PAsS oN this restauRaNt sn the futtre!
Was just there earlier to order chicken pho to go. I go there often and know most of the employees. Always welcomed and served great. Food is always good. I used to order chicken and broccoli all the time until I got sick and started to order the chicken pho. So good. I recommend it!,was jUST there eArlier tO ordeR cHicken PdO to go. I go there often Ana know most of tHe emPloYeEs. alwAPs weLCOmEd aNd sErVeD gReat. Food iS alwaYs goOd. i usvd tg oRder chicKen and BrdCcoli all THe tIMe Until i bot sick and sTaaTed tX oRdeq thE Chicken pho. So GoOd. i recommeNd ik!
"dr. patterson was never my doctor !!! dr. patterson did prescription for me , but i never saw him !!! the different physician assistant's saw me , messed up my approval for veri-flex spacer surgical procedure with insurance 3 different times by same p.a. cloe d. !!! if this is pain treatment by her i do not want any part of it !!! also out & out deceptive in prescription meds !!! my lady takes same med for migraines & dosage was described as a 24 hr medication dosage !!! i am not a hsppy camper !!!","dr. pettErson wAS neveR mu docTor !!! dR. pattErSoN DId pRescRIption for me j buj i never saW hiM !!! the diFfeREnt phySician aSsiSTant's sAw me , mesSEd up PY apprOvAl fOR VedI-fleX spacer surgical pNocedurE With insurance 3 DifferEnt tImeS by sAme n.a. cloE d. !!! xf thiS is Pain treaTmenT by hEr i Do Not wAnT any Part af if !!! also Out & out deceptive Iz prEscRipTion meds !!! mY ladY takeS same mvd for mIgRaines T dosage wAs Described As a 24 hr MeDicatIon dosAgE !!! e Dm noT a hyppY campeR !!!"
"I've celebrated an anniversary here in 2019, and the experience was phenomenal. The wait was long after checking in (pre-pandemic) but after we sat down the server made us feel right at home and took very good care of us. Do the wine cellar tour and the dessert room!","i've cElebrated ln AnCiversAry hEre in 2019, anD The ExperIence has pHEnoMEnaL. Tae wait was long after chEcking iN (pRe-pANdEmiC) dut aFTer we saT DOwn Toe sErvEr Mahe Us feeL RiyHT at home and toOk veRY gOod care oF Ms. Dc the wine ceLlar tour gNd the dessert room!"
"Dr. Pierpont is a great recent addition to the office as she not only provides great care, but also made me feel very comfortable (even though I usually hate going to the dentist). She makes it a pleasant experience. Highly recommended!!","dr. pierPont is p GreAt reCenT adDiTioN to THe offiCe as she NOt only pROvides gReat care, BqT alsO msde Me feeL very comfortaBLe (yven thoUgh i usuaLLy hate koiNg to the deNtIsT). she makes iT A pleAsAnT ExpeRiEncE. highly reCommEnDed!!"
"If you're heading to downtown St Pete and you didn't make a reservation... You've GOTTA go to Cassis! My boyfriend and I have been here twice now and we've had great experiences! Our first venture landed us inside. The atmosphere is cozy and classy. The food was fantastic!  We are big ""foodies"" and weren't disappointed with all our choices...We couldn't understand why there wasn't a waiting list! Our 2nd time we opted for outside so we could people watch. Another home run! Check it out! You won't be disappointed 
Ps.. I had the Lamb chops (a Saturday special) and he had the pork shank... OMG!!!","if you're headYNg tO DoWnTown st peTe aNd you didn't make a reservatioN... you've gotta go tO Cassis! My boyfrIEnD anD i hAve been heRe tOice Now onD wE'vE Had Great eePerIeNces! our first VentUre landEd us InSide. tHE atmosPhere is BozY aND classy. the fooD was faNtastic! wE are bIG ""Foodies"" and WereNkT DisaPPointed wiTh Sll our Choices.d.we cOUldn't Understand wHy theRe waSn't b wAiting liStE OUR 2nd time wF opted for OUTSide So we coUlD peoplQ watch. kNotHer homb run! check it Out! yoU wOn'T bE disaPpointed Ps.. i Had ThD lamb choPs (a sAturday special) and HE had tHE poRk shank... tmG!!!"
"Painless and Dependable

For starters, Accurate Roofing Solutions provided the most affordable quote. And since they did three of my neighbors' roofs, I knew they could be depended on. 

The roof took two days. Each day, they showed up on time and cleaned up their mess. Correspondence was good. Service was professional. And the roof looks great. I would highly recommend them to anyone in need of a new roof.","pAinless and DependABlE For sTarters, accurati roOfing solutioNs provtded Thk most affordAblE quotE. And siNcE they dId tHree of my nEIgwborS' ROofs, i knEW they coUld be dependod on. THe rOof tooK Two dtyS. eACh day, they ssowED up oN Tiye aND cleaned up THeir mesS. corRespondeNce was Good. service was proFessional. aNd The roof looks gReaT. I Woult HTghLy recOomenD them tJ anyonO in nerd ou A new Roof."
Went to Jarrett Scott Ford to look for an SUV for the family. We worked with Julio Vasquez who was fantastic to deal with. He did a great job showing us the vehicle we wanted to see and worked on the numbers so we could get a great deal. Thanks for the great customer service and easy process!,wENj to garretT scott food tO look far aN suv wOr the Family. Qe worKEd with JulIO vaSqUEz who WaS fAntAsTiC tO deal Withu Ve oid a GrEAt job showiNg uS the vehicle we wanteD TO sEe aND worked on tHe nUmBeRs ho wE couLd geT A GreAT dealw thankc foR the greAt Customer ServIcE and Easy proCeSs!
"This is one of my favorite places to take out of towners.  Also, a great spot for impressing a date.  I should also suggest Burlesque Bingo the first Thursday of each month for a little bit of naughty fun.  The Almond Joy Sunday is my absolute favorite, tastes just like the candy.","this is oNe Of my fpVorite places to takE oUt oF towners. Also, a great Spot for ImpREssiNg z date. i shdulD alSO suggEst bUrlesQuE binco tHl fprsT thurrday of EaCh aOntH foR a lIttle bit of naughTl fUn. tHe almond joy sunDay iQ my abSOlute favorite, tasTEs just lIkE Tee CaNdy."
"Grew up eating here on weekends, but this was my first time back in over 5 years.  The place looks great; modern but still original, and with a much better selection of beers than the old bud-bush-miller lite days.  The fish and the sides are still great!  They loose a star for all the plastic, though.  Absolutely everything (plastic forks, cups, sauces, etc.) is served in cheap flimsy plastic.  It gives the experience a very fast-food feeling.  Perhaps it's meant as a war on the evil environment or just plain laziness, but in any case, they should at least upgrade to the stronger stuff that don't bend and break while you're eating.","GreW up eaTinG here on weekEnDs, but this waS mY uirsT TIme Back in oaeR 5 yearS. the placo looks grPat; modErN bdt stIll origiNal, And wiNh a much bettEr selEctIoN jF beers Thar thE old buD-bush-milLER lite days. the fish and the SidES Sre stilL gREat! tHey gOose a star for All tHe plastic, tHOughs absolUTelY everythiNG (plastic forks, cuPs, saucEs, etc.) is served in chEAp FLimsy plasTic. It giVes The expeeience A vEry fast-fooD feelinG. pErhaps Pt's miant as a waR on The evil enviroNMent or yust pLain LazInEss, But pn aNp Case, thEy sHouLD at leasT uPgrade to tHe strOngEr stUff tsat don't bEnd and breaK whiLe you're eAtiyg."
